osu file format v14

[General]
AudioFilename: audio.mp3
AudioLeadIn: 0
PreviewTime: -1
Countdown: 0
SampleSet: Soft
StackLeniency: 0.7
Mode: 3
LetterboxInBreaks: 0
SpecialStyle: 0
WidescreenStoryboard: 0

[Editor]
DistanceSpacing: 1
BeatDivisor: 4
GridSize: 32
TimelineZoom: 3.499999

[Metadata]
Title:Rewrite Sonic - cool part - VS Rewrite: ROUND 2
TitleUnicode:Rewrite Sonic - cool part - VS Rewrite: ROUND 2
Artist:cool part
ArtistUnicode:cool part
Creator:Bypthua
Version:Mei
Source:
Tags:
BeatmapID:5209774
BeatmapSetID:2402274

[Difficulty]
HPDrainRate:6
CircleSize:4
OverallDifficulty:5
ApproachRate:5
SliderMultiplier:1.4
SliderTickRate:2

[Events]
//Background and Video events
Video,0,"Rewrite Sonic - cool part - VS Rewrite_ ROUND 2.mp4"
//Break Periods
2,11986,22258
//Storyboard Layer 0 (Background)
//Storyboard Layer 1 (Fail)
//Storyboard Layer 2 (Pass)
//Storyboard Layer 3 (Foreground)
//Storyboard Layer 4 (Overlay)
//Storyboard Sound Samples

[TimingPoints]
255,375,4,2,0,50,1,0
29411,-10000,4,2,0,50,0,0
29458,-100,4,2,0,50,0,0
29505,-10000,4,2,0,50,0,0
29551,-100,4,2,0,50,0,0
29598,-10000,4,2,0,50,0,0
29645,-100,4,2,0,50,0,0
29692,-10000,4,2,0,50,0,0
29739,-100,4,2,0,50,0,0
41434,-100,4,2,0,50,0,0
41481,-100,4,2,0,50,0,0
41528,-10000,4,2,0,50,0,0
41575,-100,4,2,0,50,0,0
41575,-100,4,2,0,50,0,0
41622,-10000,4,2,0,50,0,0
41669,-100,4,2,0,50,0,0
41669,-100,4,2,0,50,0,0
41715,-10000,4,2,0,50,0,0
41762,-100,4,2,0,50,0,0
41762,-100,4,2,0,50,0,0
41809,-100,4,2,0,50,0,0
41809,-10000,4,2,0,50,0,0
41856,-100,4,2,0,50,0,0
71786,-133.333333333333,4,2,0,50,0,0
72161,-100,4,2,0,50,0,0
72536,-133.333333333333,4,2,0,50,0,0
72911,-100,4,2,0,50,0,0
73286,-133.333333333333,4,2,0,50,0,0
73661,-100,4,2,0,50,0,0
74036,-133.333333333333,4,2,0,50,0,0
74411,-100,4,2,0,50,0,0
74786,-133.333333333333,4,2,0,50,0,0
75161,-100,4,2,0,50,0,0
75536,-133.333333333333,4,2,0,50,0,0
75911,-100,4,2,0,50,0,0
76286,-133.333333333333,4,2,0,50,0,0
76661,-100,4,2,0,50,0,0
77036,-133.333333333333,4,2,0,50,0,0
77411,-100,4,2,0,50,0,0
77786,-133.333333333333,4,2,0,50,0,0
78161,-100,4,2,0,50,0,0
78536,-133.333333333333,4,2,0,50,0,0
78911,-100,4,2,0,50,0,0
79286,-133.333333333333,4,2,0,50,0,0
79661,-100,4,2,0,50,0,0
80036,-133.333333333333,4,2,0,50,0,0
80411,-100,4,2,0,50,0,0
80786,-133.333333333333,4,2,0,50,0,0
81161,-100,4,2,0,50,0,0
81536,-133.333333333333,4,2,0,50,0,0
81911,-100,4,2,0,50,0,0
82286,-133.333333333333,4,2,0,50,0,0
82661,-100,4,2,0,50,0,0
83036,-133.333333333333,4,2,0,50,0,0
83411,-100,4,2,0,50,0,0
83786,-133.333333333333,4,2,0,50,0,0
84161,-100,4,2,0,50,0,0
84536,-133.333333333333,4,2,0,50,0,0
84911,-100,4,2,0,50,0,0
85286,-133.333333333333,4,2,0,50,0,0
85661,-100,4,2,0,50,0,0
86036,-133.333333333333,4,2,0,50,0,0
86411,-100,4,2,0,50,0,0
86786,-133.333333333333,4,2,0,50,0,0
87161,-100,4,2,0,50,0,0
87536,-133.333333333333,4,2,0,50,0,0
87911,-100,4,2,0,50,0,0
88286,-133.333333333333,4,2,0,50,0,0
88661,-100,4,2,0,50,0,0
89036,-133.333333333333,4,2,0,50,0,0
89411,-100,4,2,0,50,0,0
89786,-133.333333333333,4,2,0,50,0,0
90161,-100,4,2,0,50,0,0
90536,-133.333333333333,4,2,0,50,0,0
90911,-100,4,2,0,50,0,0
105161,-133.333333333333,4,2,0,50,0,0
105536,-100,4,2,0,50,0,0
105911,-100,4,2,0,50,0,0
106286,-133.333333333333,4,2,0,50,0,0
106661,-100,4,2,0,50,0,0
107036,-133.333333333333,4,2,0,50,0,0
107411,-100,4,2,0,50,0,0
107786,-133.333333333333,4,2,0,50,0,0
108161,-100,4,2,0,50,0,0
108536,-133.333333333333,4,2,0,50,0,0
108911,-100,4,2,0,50,0,0
109286,-133.333333333333,4,2,0,50,0,0
109661,-100,4,2,0,50,0,0
110036,-133.333333333333,4,2,0,50,0,0
110411,-100,4,2,0,50,0,0
110786,-133.333333333333,4,2,0,50,0,0
111161,-100,4,2,0,50,0,0
111536,-133.333333333333,4,2,0,50,0,0
111911,-100,4,2,0,50,0,0
112286,-133.333333333333,4,2,0,50,0,0
112661,-100,4,2,0,50,0,0
113036,-133.333333333333,4,2,0,50,0,0
113411,-100,4,2,0,50,0,0
113786,-100,4,2,0,50,0,0
118286,-10000,4,2,0,50,0,0
118380,-100,4,2,0,50,0,0
118473,-10000,4,2,0,50,0,0
118567,-100,4,2,0,50,0,0
118661,-10000,4,2,0,50,0,0
118755,-100,4,2,0,50,0,0
118848,-10000,4,2,0,50,0,0
118942,-100,4,2,0,50,0,0
119036,-10000,4,2,0,50,0,0
119130,-100,4,2,0,50,0,0
119223,-10000,4,2,0,50,0,0
119317,-100,4,2,0,50,0,0
119411,-10000,4,2,0,50,0,0
119505,-100,4,2,0,50,0,0
119598,-10000,4,2,0,50,0,0
119692,-100,4,2,0,50,0,0
119786,-10000,4,2,0,50,0,0
119808,-100,4,2,0,50,0,0
120161,-66.6666666666667,4,2,0,50,0,0
120348,-100,4,2,0,50,0,0
120536,-133.333333333333,4,2,0,50,0,0
120723,-100,4,2,0,50,0,0


[HitObjects]
320,192,1192,5,0,0:0:0:0:
64,192,1286,1,0,0:0:0:0:
192,192,1380,1,0,0:0:0:0:
448,192,1473,1,0,0:0:0:0:
64,192,2036,1,0,0:0:0:0:
192,192,2036,128,0,2973:0:0:0:0:
320,192,2317,1,0,0:0:0:0:
320,192,2973,1,0,0:0:0:0:
448,192,2973,128,0,3911:0:0:0:0:
64,192,3255,1,0,0:0:0:0:
64,192,3911,1,0,0:0:0:0:
320,192,3911,128,0,4755:0:0:0:0:
448,192,4192,1,0,0:0:0:0:
448,192,4848,1,0,0:0:0:0:
192,192,4848,1,0,0:0:0:0:
64,192,5130,1,0,0:0:0:0:
192,192,5786,1,0,0:0:0:0:
64,192,5786,1,0,0:0:0:0:
448,192,5786,1,0,0:0:0:0:
320,192,5880,1,0,0:0:0:0:
192,192,5973,1,0,0:0:0:0:
64,192,6067,1,0,0:0:0:0:
64,192,6348,1,0,0:0:0:0:
320,192,6348,1,0,0:0:0:0:
448,192,6348,1,0,0:0:0:0:
192,192,6442,1,0,0:0:0:0:
320,192,6536,1,0,0:0:0:0:
448,192,6630,1,0,0:0:0:0:
64,192,6723,1,0,0:0:0:0:
192,192,6817,1,0,0:0:0:0:
448,192,7286,1,0,0:0:0:0:
320,192,7286,1,0,0:0:0:0:
192,192,7286,1,0,0:0:0:0:
64,192,7380,1,0,0:0:0:0:
192,192,7473,1,0,0:0:0:0:
64,192,7567,1,0,0:0:0:0:
320,192,7661,1,0,0:0:0:0:
448,192,7755,1,0,0:0:0:0:
320,192,7848,1,0,0:0:0:0:
64,192,7942,1,0,0:0:0:0:
192,192,8036,1,0,0:0:0:0:
448,192,8036,1,0,0:0:0:0:
320,192,8130,1,0,0:0:0:0:
192,192,8223,1,0,0:0:0:0:
64,192,8317,1,0,0:0:0:0:
192,192,8411,1,0,0:0:0:0:
320,192,8411,1,0,0:0:0:0:
448,192,8411,1,0,0:0:0:0:
64,192,8598,1,0,0:0:0:0:
192,192,8598,1,0,0:0:0:0:
320,192,8786,1,0,0:0:0:0:
192,192,8786,1,0,0:0:0:0:
64,192,8786,1,0,0:0:0:0:
448,192,8880,1,0,0:0:0:0:
320,192,8973,1,0,0:0:0:0:
64,192,9067,1,0,0:0:0:0:
192,192,9161,1,0,0:0:0:0:
448,192,9161,1,0,0:0:0:0:
320,192,9161,1,0,0:0:0:0:
64,192,9255,1,0,0:0:0:0:
448,192,9348,1,0,0:0:0:0:
192,192,9442,1,0,0:0:0:0:
320,192,9536,1,0,0:0:0:0:
448,192,9536,1,0,0:0:0:0:
64,192,9536,128,0,9817:0:0:0:0:
192,192,9723,1,0,0:0:0:0:
320,192,9817,1,0,0:0:0:0:
448,192,9911,1,0,0:0:0:0:
192,192,9911,1,0,0:0:0:0:
64,192,9911,1,0,0:0:0:0:
320,192,10098,1,0,0:0:0:0:
448,192,10098,1,0,0:0:0:0:
192,192,10098,1,0,0:0:0:0:
64,192,10286,1,0,0:0:0:0:
192,192,10380,1,0,0:0:0:0:
320,192,10473,1,0,0:0:0:0:
448,192,10473,1,0,0:0:0:0:
64,192,10473,1,0,0:0:0:0:
192,192,10567,1,0,0:0:0:0:
64,192,10661,1,0,0:0:0:0:
448,192,10661,1,0,0:0:0:0:
192,192,10661,1,0,0:0:0:0:
320,192,10848,1,0,0:0:0:0:
448,192,10848,1,0,0:0:0:0:
192,192,10848,1,0,0:0:0:0:
64,192,10942,1,0,0:0:0:0:
192,192,11036,1,0,0:0:0:0:
448,192,11036,1,0,0:0:0:0:
320,192,11130,1,0,0:0:0:0:
448,192,11223,1,0,0:0:0:0:
64,192,11317,1,0,0:0:0:0:
192,192,11411,1,0,0:0:0:0:
448,192,11411,1,0,0:0:0:0:
320,192,11434,1,0,0:0:0:0:
64,192,11458,1,0,0:0:0:0:
192,192,11481,1,0,0:0:0:0:
448,192,11505,1,0,0:0:0:0:
320,192,11528,1,0,0:0:0:0:
64,192,11551,1,0,0:0:0:0:
192,192,11575,1,0,0:0:0:0:
448,192,11598,1,0,0:0:0:0:
320,192,11622,1,0,0:0:0:0:
64,192,11645,1,0,0:0:0:0:
192,192,11669,1,0,0:0:0:0:
448,192,11692,1,0,0:0:0:0:
320,192,11715,1,0,0:0:0:0:
64,192,11739,1,0,0:0:0:0:
192,192,11762,1,0,0:0:0:0:
320,192,11786,1,0,0:0:0:0:
448,192,11786,1,0,0:0:0:0:
64,192,11786,1,0,0:0:0:0:
192,192,23458,5,0,0:0:0:0:
64,192,23458,1,0,0:0:0:0:
320,192,23505,1,0,0:0:0:0:
448,192,23505,1,0,0:0:0:0:
192,192,23551,1,0,0:0:0:0:
64,192,23551,1,0,0:0:0:0:
320,192,23575,1,0,0:0:0:0:
