osu file format v14

[General]
AudioFilename: audio.mp3
AudioLeadIn: 0
PreviewTime: -1
Countdown: 0
SampleSet: None
StackLeniency: 0.7
Mode: 3
LetterboxInBreaks: 0
SpecialStyle: 0
WidescreenStoryboard: 1

[Editor]
DistanceSpacing: 0.8
BeatDivisor: 4
GridSize: 16
TimelineZoom: 1

[Metadata]
Title:Go Kitty Go
TitleUnicode:Go Kitty Go
Artist:kitty
ArtistUnicode:kitty
Creator:Gonzalo
Version:Menphiss go menphiss go
Source:
Tags:
BeatmapID:3463934
BeatmapSetID:1695282

[Difficulty]
HPDrainRate:7
CircleSize:4
OverallDifficulty:8
ApproachRate:5
SliderMultiplier:1.4
SliderTickRate:1

[Events]
//Background and Video events
0,0,"kitty go.jpg",0,0
//Break Periods
//Storyboard Layer 0 (Background)
//Storyboard Layer 1 (Fail)
//Storyboard Layer 2 (Pass)
//Storyboard Layer 3 (Foreground)
//Storyboard Layer 4 (Overlay)
//Storyboard Sound Samples

[TimingPoints]
2726.79894637025,377.595972309629,4,1,0,100,1,0
29913,-100,4,1,0,100,0,1
35955,-100,4,1,0,100,0,0
48038,-100,4,1,0,100,0,1
59743,-100,4,1,0,100,0,0


[HitObjects]
192,192,2349,5,8,2:2:0:0:
64,192,2349,1,0,2:2:0:0:
64,192,2538,1,0,2:2:0:0:
448,192,2726,5,0,2:2:0:0:
192,192,3009,1,0,2:2:0:0:
64,192,3104,1,0,2:2:0:0:
320,192,3104,1,0,2:2:0:0:
192,192,3481,1,0,2:2:0:0:
320,192,3859,1,0,2:2:0:0:
448,192,3859,1,0,2:2:0:0:
448,192,4048,1,0,2:2:0:0:
64,192,4237,1,0,2:2:0:0:
320,192,4520,1,0,2:2:0:0:
448,192,4614,1,0,2:2:0:0:
192,192,4614,1,0,2:2:0:0:
320,192,4992,1,0,2:2:0:0:
320,192,5181,1,0,2:2:0:0:
192,192,5369,1,0,2:2:0:0:
64,192,5369,1,0,2:2:0:0:
64,192,5558,1,0,2:2:0:0:
448,192,5747,1,0,2:2:0:0:
192,192,5936,1,0,2:2:0:0:
320,192,6125,1,0,2:2:0:0:
64,192,6125,1,0,2:2:0:0:
192,192,6313,1,0,2:2:0:0:
448,192,6502,1,0,2:2:0:0:
64,192,6691,1,0,2:2:0:0:
448,192,6880,1,0,2:2:0:0:
192,192,6880,1,0,2:2:0:0:
320,192,7069,1,0,2:2:0:0:
448,192,7069,1,0,2:2:0:0:
64,192,7257,1,0,2:2:0:0:
192,192,7446,1,0,2:2:0:0:
320,192,7541,1,0,2:2:0:0:
448,192,7635,1,0,2:2:0:0:
64,192,7635,1,0,2:2:0:0:
192,192,7824,1,0,2:2:0:0:
448,192,8013,1,0,2:2:0:0:
320,192,8201,1,0,2:2:0:0:
448,192,8390,1,0,2:2:0:0:
64,192,8390,1,0,2:2:0:0:
192,192,8579,1,0,2:2:0:0:
448,192,8673,1,0,2:2:0:0:
320,192,8768,1,0,2:2:0:0:
64,192,8768,1,0,2:2:0:0:
192,192,8957,1,0,2:2:0:0:
64,192,9051,1,0,2:2:0:0:
448,192,9145,1,0,2:2:0:0:
320,192,9145,1,0,2:2:0:0:
64,192,9334,1,0,2:2:0:0:
192,192,9523,1,0,2:2:0:0:
448,192,9712,1,0,2:2:0:0:
192,192,9901,1,0,2:2:0:0:
320,192,9901,1,0,2:2:0:0:
320,192,10089,1,0,2:2:0:0:
64,192,10278,1,0,2:2:0:0:
448,192,10467,1,0,2:2:0:0:
192,192,10561,1,0,2:2:0:0:
448,192,10656,1,0,2:2:0:0:
320,192,10656,1,0,2:2:0:0:
64,192,10845,1,0,2:2:0:0:
192,192,11033,1,0,2:2:0:0:
448,192,11222,1,0,2:2:0:0:
64,192,11317,1,0,2:2:0:0:
320,192,11411,1,0,2:2:0:0:
192,192,11411,1,0,2:2:0:0:
448,192,11600,1,0,2:2:0:0:
320,192,11694,1,0,2:2:0:0:
64,192,11789,1,0,2:2:0:0:
192,192,11789,1,0,2:2:0:0:
448,192,11977,1,0,2:2:0:0:
64,192,12072,1,0,2:2:0:0:
320,192,12166,1,8,2:2:0:0:
192,192,12166,1,0,2:2:0:0:
448,192,12261,1,0,2:2:0:0:
64,192,12355,1,0,2:2:0:0:
320,192,12449,1,0,2:2:0:0:
448,192,12544,1,0,2:2:0:0:
192,192,12544,1,0,2:2:0:0:
320,192,12733,1,0,2:2:0:0:
64,192,12733,1,0,2:2:0:0:
64,192,12921,1,0,2:2:0:0:
192,192,12921,1,8,2:2:0:0:
320,192,13016,1,0,2:2:0:0:
448,192,13110,1,0,2:2:0:0:
64,192,13205,1,0,2:2:0:0:
192,192,13299,1,0,2:2:0:0:
320,192,13299,1,0,2:2:0:0:
448,192,13488,1,0,2:2:0:0:
448,192,13677,1,0,2:2:0:0:
192,192,13677,1,8,2:2:0:0:
64,192,13771,1,0,2:2:0:0:
